,Actors,Awards,Country,Director,Genre,Language,Plot,Poster,Rated,Released,Runtime in minutes,Title,Type,Writer,Year,imdbID,imdbRating,imdbVotes,totalSeasons
96,"Will Arnett, Amy Sedaris, Alison Brie, Aaron Paul",Nominated for 2 Primetime Emmys. Another 23 wins & 26 nominations.,USA,,"Animation, Comedy, Drama",English,"BoJack Horseman was the star of the hit television show ""Horsin' Around"" in the '80s and '90s, now he's washed up, living in Hollywood, complaining about everything, and wearing colorful sweaters.",https://m.media-amazon.com/images/M/MV5BYWQwMDNkM2MtODU4OS00OTY3LTgwOTItNjE2Yzc0MzRkMDllXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,TV-MA,22-Aug-14,25,BoJack Horseman,series,Raphael Bob-Waksberg,2014-2020,tt3398228,8.7,87606,6
tt0108778,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc",Won 1 Golden Globe. Another 76 wins & 214 nominations.,USA,N/A,"Comedy, Romance","English, Dutch, Italian, French",Follows the personal and professional lives of six twenty to thirty-something-year-old friends living in Manhattan.,https://m.media-amazon.com/images/M/MV5BNDVkYjU0MzctMWRmZi00NTkxLTgwZWEtOWVhYjZlYjllYmU4XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,TV-14,22-Sep-94,22,Friends,series,"David Crane, Marta Kauffman",1994-2004,,8.9,741723,10
tt8304608,"Kathryn Hahn, Jackson White, Owen Teague, Jen Richards",N/A,USA,N/A,Comedy,English,A single mom whose son has moved out for college looks to begin a new life on her own.,https://m.media-amazon.com/images/M/MV5BZTVlMDViYzItMGVhMS00YmQyLTg4ZTAtYjA4ZDZlY2RlNmExXkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_SX300.jpg,TV-MA,27-Oct-19,31,Mrs. Fletcher,series,Tom Perrotta,2019-,,6.9,2675,1
tt1870479,"Jeff Daniels, Emily Mortimer, John Gallagher Jr., Alison Pill",Nominated for 2 Golden Globes. Another 9 wins & 30 nominations.,USA,N/A,Drama,English,"A newsroom undergoes some changes in its workings and morals as a new team is brought in, bringing unexpected results for its existing news anchor.",https://m.media-amazon.com/images/M/MV5BZjg5OGU2OGMtNTM3ZC00YTEzLWFmZjMtOWQ3NGI5YjIzODJlXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_SX300.jpg,TV-MA,24-Jun-12,55,The Newsroom,series,Aaron Sorkin,2012-2014,,8.6,98921,3
tt0804503,"Jon Hamm, Elisabeth Moss, Vincent Kartheiser, January Jones",Won 5 Golden Globes. Another 132 wins & 381 nominations.,USA,N/A,Drama,English,"A drama about one of New York's most prestigious ad agencies at the beginning of the 1960s, focusing on one of the firm's most mysterious but extremely talented ad executives, Donald Draper.",https://m.media-amazon.com/images/M/MV5BMjMwNzk5Nzg2OV5BMl5BanBnXkFtZTgwMjg1OTk1NDE@._V1_SX300.jpg,TV-14,19-Jul-07,47,Mad Men,series,Matthew Weiner,2007-2015,,8.6,190101,7
tt0115101,"Robert Wuhl, Sandra Oh, Jim Turner, Michael Boatman",2 wins & 11 nominations.,USA,N/A,"Comedy, Sport",English,"Arliss Michaels is not a sports agent, he is a sports super agent. To his team of associates, the athletes he represents and the world around them, he is God. He is like Jerry Maguire, but ...",https://m.media-amazon.com/images/M/MV5BNzIxNzkwMDgyN15BMl5BanBnXkFtZTcwMDAxOTcxMQ@@._V1_SX300.jpg,N/A,10-Aug-96,30,Arli$$,series,Robert Wuhl,1996-2002,,7,1201,7
tt0159206,"Sarah Jessica Parker, Kim Cattrall, Kristin Davis, Cynthia Nixon",Won 8 Golden Globes. Another 40 wins & 163 nominations.,USA,N/A,"Comedy, Drama, Romance",English,Four female New Yorkers gossip about their sex lives (or lack thereof) and find new ways to deal with being a woman in the 1990s.,https://m.media-amazon.com/images/M/MV5BNGEyNDRjM2QtY2VlYy00OWRhLWI4N2UtZTM4NDc0MGM0YzBkXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg,TV-MA,06-Jun-98,30,Sex and the City,series,Darren Star,1998-2004,,7.1,99742,6
tt2891574,"Dwayne Johnson, John David Washington, Donovan W. Carter, Troy Garity",Nominated for 4 Primetime Emmys. Another 1 win & 22 nominations.,USA,N/A,"Comedy, Drama, Sport",English,"A series centered around a group of football players and their families, friends and handlers.",https://m.media-amazon.com/images/M/MV5BYzM5NDRkNzItN2FkZC00ZjQyLTlmYzctYmNiNTA4YzIxYTg2XkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_SX300.jpg,TV-MA,21-Jun-15,30,Ballers,series,Stephen Levinson,2015-2019,,7.6,35548,5
tt3766376,"Danny McBride, Walton Goggins, Georgia King, Maya G. Love",Nominated for 1 Primetime Emmy. Another 2 wins & 4 nominations.,USA,N/A,Comedy,English,An over protective father is obsessed with becoming a principal and competes against the popular vice principal. However something happens that makes them work together to save the day.,https://m.media-amazon.com/images/M/MV5BMjQ2MjY0ODI4M15BMl5BanBnXkFtZTgwNTY3MjQyMzI@._V1_SX300.jpg,TV-MA,17-Jul-16,30,Vice Principals,series,"Jody Hill, Danny McBride",2016-2018,,8,18959,2
tt0384766,"Kevin McKidd, Ray Stevenson, Polly Walker, Kerry Condon",Nominated for 2 Golden Globes. Another 19 wins & 34 nominations.,"UK, USA",N/A,"Action, Drama, History, Romance, War",English,A down-to-earth account of the lives of both illustrious and ordinary Romans set in the last days of the Roman Republic.,https://m.media-amazon.com/images/M/MV5BZTM4NjBkMWEtZDA4My00MzA0LWI0ZWMtNzUwYWVhOThiMTgwXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,TV-MA,28-Aug-05,52,Rome,series,"Bruno Heller, William J. MacDonald, John Milius",2005-2007,,8.7,146286,2
tt0118421,"Ernie Hudson, J.K. Simmons, Lee Tergesen, Dean Winters",Nominated for 2 Primetime Emmys. Another 15 wins & 51 nominations.,USA,N/A,"Crime, Drama, Thriller",English,A series chronicling the daily activities of an unusual prison facility and its criminal inhabitants.,https://m.media-amazon.com/images/M/MV5BY2ZjNGZiZWUtMDM5ZS00NWUwLWEwZTItZjRmZGVkOTkzMmI4XkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_SX300.jpg,TV-MA,12-Jul-97,55,Oz,series,Tom Fontana,1997-2003,,8.7,84175,6
tt1723816,"Lena Dunham, Allison Williams, Jemima Kirke, Adam Driver",Won 2 Golden Globes. Another 17 wins & 107 nominations.,USA,N/A,"Comedy, Drama",English,A comedy about the experiences of a group of girls in their early 20s.,https://m.media-amazon.com/images/M/MV5BMTU1Mzk2ODEzN15BMl5BanBnXkFtZTgwNDQwMjAxMTI@._V1_SX300.jpg,TV-MA,15-Apr-12,28,Girls,series,Lena Dunham,2012-2017,,7.3,62658,6
tt0374463,"James Badge Dale, Joseph Mazzello, Jon Seda, Ashton Holmes",Nominated for 1 Golden Globe. Another 35 wins & 42 nominations.,"USA, Australia",N/A,"Action, Adventure, Drama, History, War",English,"The Pacific Theatre of World War II, as seen through the eyes of several young Marines.",https://m.media-amazon.com/images/M/MV5BNmEwNmI1MjItNjNjYy00NDE5LWJiNTYtM2QxMTI5ZjllZTBhL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,TV-MA,14-Mar-10,530,The Pacific,series,N/A,2010,,8.3,93168,1
tt1759761,"Julia Louis-Dreyfus, Anna Chlumsky, Tony Hale, Reid Scott",Nominated for 7 Golden Globes. Another 70 wins & 219 nominations.,USA,N/A,Comedy,English,Former Senator Selina Meyer finds that being Vice President of the United States is nothing like she hoped and everything that everyone ever warned her about.,https://m.media-amazon.com/images/M/MV5BMjE2NDM0OTEwMl5BMl5BanBnXkFtZTgwNzgwNDI0ODE@._V1_SX300.jpg,TV-MA,22-Apr-12,28,Veep,series,Armando Iannucci,2012-2019,,8.3,40605,7
tt5348176,"Bill Hader, Stephen Root, Sarah Goldberg, Anthony Carrigan",Nominated for 6 Golden Globes. Another 21 wins & 79 nominations.,USA,N/A,"Action, Comedy, Crime, Drama",English,A hit man from the Midwest moves to Los Angeles and gets caught up in the city's theatre arts scene.,https://m.media-amazon.com/images/M/MV5BMmY1NTk5N2QtYWQyOS00NjhiLWFhZmYtYWZmZGFlMjEzY2E2XkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_SX300.jpg,TV-MA,25-Mar-18,30,Barry,series,"Alec Berg, Bill Hader",2018-,,8.3,34581,2
tt0224853,"T.K. Carter, Khandi Alexander, Sean Nelson, Clarke Peters",Won 3 Primetime Emmys. Another 11 wins & 19 nominations.,USA,N/A,"Crime, Drama",English,Chronicles West Baltimore family living in poverty on the front lines of America's drug war.,https://m.media-amazon.com/images/M/MV5BMTI3NzU0ODAwOF5BMl5BanBnXkFtZTYwMDcwOTk5._V1_SX300.jpg,N/A,16-Apr-00,376,The Corner,series,N/A,2000,,8.6,4174,1
tt7767422,"Asa Butterfield, Gillian Anderson, Ncuti Gatwa, Emma Mackey",5 nominations.,UK,N/A,"Comedy, Drama",English,A teenage boy with a sex therapist mother teams up with a high school classmate to set up an underground sex therapy clinic at school.,https://m.media-amazon.com/images/M/MV5BZjgyMzFiMDgtNWNmMS00ZDEyLTkzYzgtMjMzZjk4YjhjZWUxXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_SX300.jpg,TV-MA,11-Jan-19,45,Sex Education,series,Laurie Nunn,2019-,,8.3,117791,3
tt7493974,"Richard Madden, Sophie Rundle, Vincent Franklin, Ash Tandon",Won 1 Golden Globe. Another 11 wins & 20 nominations.,UK,N/A,"Crime, Drama, Thriller",English,A contemporary thriller featuring the Royalty and Specialist Protection Branch of London's Metropolitan Police Service.,https://m.media-amazon.com/images/M/MV5BOTQ2YmU5YWYtYTdhMS00YjdmLThlMWMtMWVkZGVmNTVhOWE0XkEyXkFqcGdeQXVyODEyMzI2OTE@._V1_SX300.jpg,TV-MA,26-Aug-18,60,Bodyguard,series,Jed Mercurio,2018-,,8.2,79150,1
tt1266020,"Amy Poehler, Nick Offerman, Aubrey Plaza, Chris Pratt",Won 1 Golden Globe. Another 24 wins & 140 nominations.,USA,N/A,Comedy,English,The absurd antics of an Indiana town's public officials as they pursue sundry projects to make their city a better place.,https://m.media-amazon.com/images/M/MV5BMjA5MjUxNDgwNF5BMl5BanBnXkFtZTgwMDI5NjMwNDE@._V1_SX300.jpg,TV-14,09-Apr-09,22,Parks and Recreation,series,"Greg Daniels, Michael Schur",2009-2015,,8.6,189764,7
tt4532368,"Brandon Routh, Caity Lotz, Amy Louise Pemberton, Dominic Purcell",3 wins & 20 nominations.,USA,N/A,"Action, Adventure, Drama, Sci-Fi",English,"Time-travelling rogue Rip Hunter has to recruit a rag-tag team of heroes and villains to help prevent an apocalypse that could impact not only Earth, but all of time.",https://m.media-amazon.com/images/M/MV5BMTc1NTA2YWMtOTc1ZC00ZDk0LThmZDktODhhZjZiMjdkYmNkXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,TV-14,21-Jan-16,42,DC's Legends of Tomorrow,series,"Greg Berlanti, Marc Guggenheim, Phil Klemmer, Andrew Kreisberg",2016-,,6.8,86199,6
tt4254242,"Stella Maeve, Hale Appleman, Arjun Gupta, Summer Bishil",1 win & 8 nominations.,USA,N/A,"Drama, Fantasy, Mystery",English,"After being recruited to a secretive academy, a group of students discover that the magic they read about as children is very real-and more dangerous than they ever imagined.",https://m.media-amazon.com/images/M/MV5BYTU3ZWRmNDktMDQ0My00OGQzLTkzMzktOTVjZjUzMzVmNjNmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,TV-14,16-Dec-15,60,The Magicians,series,N/A,2015-,,7.6,38734,5
tt6257970,"Jessica Barden, Alex Lawther, Steve Oram, Christine Bottomley",Nominated for 1 Primetime Emmy. Another 4 wins & 5 nominations.,UK,N/A,"Adventure, Comedy, Crime, Drama, Romance, Thriller",English,"James is 17 and is pretty sure he is a psychopath. Alyssa, also 17, is the cool and moody new girl at school. The pair make a connection and she persuades him to embark on a road trip in search of her real father.",https://m.media-amazon.com/images/M/MV5BN2ZhNmQ2MjQtMmQzMi00YjE5LTlkMWMtMjk5YzIxMjk2NDc2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,TV-MA,24-Oct-17,25,The End of the F***ing World,series,Jonathan Entwistle,2017-2019,,8.1,120162,2
tt6729080,"Carey Mulligan, Jeany Spark, Nicola Walker, Nathaniel Martello-White",3 nominations.,"UK, USA",N/A,"Crime, Drama, Mystery, Thriller",English,London detectives investigating the seemingly random murder of a pizza delivery man uncover a convoluted case of interlocking circumstances amid a cross-section of British society.,https://m.media-amazon.com/images/M/MV5BNzY2MDg2Njk3MV5BMl5BanBnXkFtZTgwMTE4MTY4NDM@._V1_SX300.jpg,TV-MA,09-Mar-18,57,Collateral,series,N/A,2018,,6.8,11018,1
tt3342592,"Eliza Coupe, Jay Harrington, Carter MacIntyre, Oscar Nu?§ez",1 win.,USA,N/A,Comedy,English,"After losing her boyfriend and her high-powered job as an attorney all on one day, Nina finds that the only job available to her is at the Public Defender's office. She quickly realizes ...",https://m.media-amazon.com/images/M/MV5BMjA4OTg5NjUwMl5BMl5BanBnXkFtZTgwMTU5ODQxMzE@._V1_SX300.jpg,TV-14,28-Oct-14,23,Benched,series,"Damon Jones, Michaela Watkins",2014,,7.2,2431,1
tt2239947,"Sigourney Weaver, Carla Gugino, James Wolk, Sebastian Stan",Nominated for 2 Golden Globes. Another 2 wins & 28 nominations.,USA,N/A,Drama,"English, Russian, Chinese, French","A divorced, former First Lady, is currently serving as the Secretary of State. She deals with State Department issues, while trying to keep her family together.",https://m.media-amazon.com/images/M/MV5BMjIxMjY3MjgyNl5BMl5BanBnXkFtZTcwOTc1Mjc5Nw@@._V1_SX300.jpg,TV-14,15-Jul-12,360,Political Animals,series,N/A,2012-,,7.8,5556,1
tt0935095,"Mary McCormack, Frederick Weller, Paul Ben-Victor, Nichole Hiltz",5 nominations.,USA,N/A,"Crime, Drama, Mystery, Thriller",English,U.S. Marshal Mary Shannon must hunt down witnesses for federal cases in the witness protection program while also managing a rather dysfunctional family and her own personal life.,https://m.media-amazon.com/images/M/MV5BNDQxNzM5NzU0OF5BMl5BanBnXkFtZTcwNDg0MjY0Mg@@._V1_SX300.jpg,TV-14,01-Jun-08,60,In Plain Sight,series,David Maples,2008-2012,,7.2,9761,5
tt2393813,"Daniel Sunjata, Aaron Tveit, Vanessa Ferlito, Manny Montana",1 win & 3 nominations.,USA,N/A,"Action, Crime, Drama",English,"A rookie FBI agent is sent to a house for undercover agents in Southern California, where he is trained by a former legend FBI agent.",https://m.media-amazon.com/images/M/MV5BMTQzNjM5OTc5NV5BMl5BanBnXkFtZTgwMjExMTg5MTE@._V1_SX300.jpg,N/A,N/A,42,Graceland,series,Jeff Eastin,2013-2015,,7.7,15484,3
tt1495708,"Piper Perabo, Christopher Gorham, Kari Matchett, Peter Gallagher",Nominated for 1 Golden Globe. Another 1 win.,USA,N/A,"Action, Crime, Drama, Mystery, Thriller",English,"Fresh out of the farm, Annie Walker must adapt to the challenging life of a CIA operative under the guidance of her handler, Auggie. But soon she realizes her recruit might have to do with her last boyfriend rather than her talent.",https://m.media-amazon.com/images/M/MV5BMTM3Nzk5Njc3M15BMl5BanBnXkFtZTcwMTUxNzc4Nw@@._V1_SX300.jpg,TV-PG,13-Jul-10,60,Covert Affairs,series,"Matt Corman, Chris Ord",2010-2014,,7.3,25855,5
tt0810788,"Jeffrey Donovan, Gabrielle Anwar, Bruce Campbell, Sharon Gless",Nominated for 4 Primetime Emmys. Another 6 wins & 13 nominations.,USA,N/A,"Action, Crime, Drama, Mystery, Thriller",English,A spy recently disavowed by the U.S. government uses his special ops training to help others in trouble.,https://m.media-amazon.com/images/M/MV5BMTczMzg4NjU1Ml5BMl5BanBnXkFtZTcwODc4NzY5Nw@@._V1_SX300.jpg,TV-PG,28-Jun-07,44,Burn Notice,series,Matt Nix,2007-2013,,7.9,65790,7
tt1358522,"Matt Bomer, Tim DeKay, Willie Garson, Tiffani Thiessen",11 nominations.,USA,N/A,"Comedy, Crime, Drama, Mystery",English,"A white collar criminal agrees to help the FBI catch other white collar criminals using his expertise as an art and securities thief, counterfeiter, and conman.",https://m.media-amazon.com/images/M/MV5BNDI5MDgyMTYzNF5BMl5BanBnXkFtZTcwMjAwNzk1Mw@@._V1_SX300.jpg,TV-PG,23-Oct-09,40,White Collar,series,Jeff Eastin,2009-2014,,8.2,112984,6
tt0491738,"James Roday, Dul?? Hill, Timothy Omundson, Maggie Lawson",Nominated for 1 Primetime Emmy. Another 5 wins & 30 nominations.,USA,N/A,"Comedy, Crime, Mystery",English,"A novice sleuth is hired by the Police after he cons them into thinking he has psychic powers which help solve crimes. With the assistance of his reluctant best friend, the duo take on a series of complicated cases.",https://m.media-amazon.com/images/M/MV5BYzRkOWRmNGUtYzM0Zi00ZGRkLThhMjktNmI4NDYwZDVmODBkXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,TV-PG,07-Jul-06,44,Psych,series,Steve Franks,2006-2014,,8.3,80060,8
tt0312172,"Tony Shalhoub, Jason Gray-Stanford, Ted Levine, Traylor Howard",Won 1 Golden Globe. Another 21 wins & 46 nominations.,USA,N/A,"Comedy, Crime, Drama, Mystery",English,"Adrian Monk is a brilliant San Francisco detective, whose obsessive compulsive disorder just happens to get in the way.",https://m.media-amazon.com/images/M/MV5BM2M4NjM0N2QtMDlmNi00NzNkLWEyYjItOTczMjk1ZjU2NDdiXkEyXkFqcGdeQXVyNzA5NjUyNjM@._V1_SX300.jpg,TV-PG,12-Jul-02,44,Monk,series,Andy Breckman,2002-2009,,7.9,61280,8
